ViPhOG	Best_taxon	Rank	Min_score	Next_max_score
ViPhOG8669	Pecentumvirus	Genus	235.4	42.2
ViPhOG22296	Torovirus	Genus	1216.8	nan
ViPhOG2236	Whispovirus	Genus	40.0	nan
ViPhOG4390	Cyprinivirus	Genus	419.5	nan
ViPhOG18560	Siminovitchvirus	Genus	163.9	153.6
ViPhOG2245	Whispovirus	Genus	260.3	41.8
ViPhOG8279	Mimivirus	Genus	90.3	nan
ViPhOG14584	Bongovirus	Genus	128.7	105.9
ViPhOG20937	Simplexvirus	Genus	86.5	32.2
ViPhOG16719	Jerseyvirus	Genus	88.3	nan
ViPhOG27405	Yuavirus	Genus	302.6	33.9
ViPhOG30088	Phicbkvirus	Genus	150.1	42.9
ViPhOG13800	Webervirus	Genus	138.2	36.1
ViPhOG22449	Parapoxvirus	Genus	43.1	31.9
ViPhOG8758	Pecentumvirus	Genus	194.2	43.5
ViPhOG18032	Andromedavirus	Genus	79.1	40.8
ViPhOG3534	Avipoxvirus	Genus	126.8	31.6
ViPhOG1919	Detrevirus	Genus	195.9	192.1
ViPhOG28788	Seunavirus	Genus	279.8	259.5
ViPhOG8739	Pecentumvirus	Genus	171.9	57.7
ViPhOG11463	Betabaculovirus	Genus	34.0	nan
ViPhOG30023	Phicbkvirus	Genus	229.2	44.9
ViPhOG15000	Prasinovirus	Genus	54.1	32.3
ViPhOG4070	Muromegalovirus	Genus	333.6	nan
ViPhOG27142	Helsingorvirus	Genus	133.5	66.6
ViPhOG15610	Iltovirus	Genus	110.2	46.0
ViPhOG11802	Slopekvirus	Genus	109.3	nan
ViPhOG28530	Nankokuvirus	Genus	123.0	38.9
ViPhOG30059	Phicbkvirus	Genus	270.0	nan
ViPhOG14596	Bongovirus	Genus	111.0	103.5
ViPhOG18904	Pandoravirus	Genus	251.7	nan
ViPhOG7833	Mimivirus	Genus	191.8	nan
ViPhOG3864	Asfivirus	Genus	126.9	nan
ViPhOG23201	Pagevirus	Genus	527.1	70.6
ViPhOG30388	Seoulvirus	Genus	346.1	343.9
ViPhOG22693	Kayvirus	Genus	163.1	145.2
ViPhOG17320	Mimivirus	Genus	82.7	57.2
ViPhOG29636	Bequatrovirus	Genus	103.4	45.2
ViPhOG8392	Orthopoxvirus	Genus	89.4	51.3
ViPhOG24867	Nankokuvirus	Genus	141.0	nan
ViPhOG14889	Mimivirus	Genus	104.3	nan
ViPhOG13361	Teseptimavirus	Genus	203.4	nan
ViPhOG17719	Mimivirus	Genus	206.6	nan
ViPhOG16419	Skunavirus	Genus	223.1	33.0
ViPhOG30149	Kayvirus	Genus	505.6	335.0
ViPhOG1756	Mardivirus	Genus	134.6	nan
ViPhOG15732	Alphabaculovirus	Genus	205.8	35.0
ViPhOG11288	Limdunavirus	Genus	226.6	199.8
ViPhOG7719	Mimivirus	Genus	111.3	nan
ViPhOG4086	Muromegalovirus	Genus	67.4	nan
ViPhOG15075	Bruynoghevirus	Genus	150.9	123.3
ViPhOG21601	Alphabaculovirus	Genus	97.0	52.0
ViPhOG28117	Efquatrovirus	Genus	121.9	nan
ViPhOG15667	Iltovirus	Genus	562.0	nan
ViPhOG2296	Whispovirus	Genus	107.5	39.7
ViPhOG27826	Prasinovirus	Genus	60.6	40.2
ViPhOG11678	Muromegalovirus	Genus	118.3	37.2
ViPhOG10347	Firehammervirus	Genus	145.1	117.9
ViPhOG20019	Marseillevirus	Genus	57.8	33.6
ViPhOG18568	Siminovitchvirus	Genus	268.6	254.4
ViPhOG3979	Muromegalovirus	Genus	185.3	34.7
ViPhOG15170	Mimivirus	Genus	516.5	381.1
ViPhOG23587	Vequintavirus	Genus	391.7	37.0
ViPhOG29915	Phicbkvirus	Genus	190.2	46.5
ViPhOG18534	Siminovitchvirus	Genus	572.0	57.7
ViPhOG2095	Whispovirus	Genus	969.0	700.3
ViPhOG2350	Whispovirus	Genus	276.4	nan
ViPhOG25330	Chlorovirus	Genus	252.6	40.8
ViPhOG10315	Asfivirus	Genus	120.2	nan
ViPhOG15672	Iltovirus	Genus	72.9	37.7
ViPhOG4767	Varicellovirus	Genus	99.6	nan
ViPhOG9838	Leporipoxvirus	Genus	89.5	78.0
ViPhOG3999	Muromegalovirus	Genus	201.6	nan
ViPhOG8743	Pecentumvirus	Genus	213.7	80.7
ViPhOG7592	Mimivirus	Genus	318.2	81.4
ViPhOG11277	Limdunavirus	Genus	217.7	194.5
ViPhOG3602	Rudivirus	Genus	243.0	74.0
ViPhOG20338	Marseillevirus	Genus	110.9	46.6
ViPhOG6603	Megalocytivirus	Genus	592.9	33.1
ViPhOG21768	Pecentumvirus	Genus	78.6	39.7
ViPhOG4336	Cyprinivirus	Genus	351.2	39.3
ViPhOG31008	Efquatrovirus	Genus	164.0	56.9
ViPhOG12957	Schizotequatrovirus	Genus	151.9	57.3
ViPhOG17735	Mimivirus	Genus	55.1	nan
ViPhOG14151	Omegavirus	Genus	197.7	37.3
ViPhOG31016	Teseptimavirus	Genus	61.0	nan
ViPhOG20931	Simplexvirus	Genus	105.2	45.3
ViPhOG14398	Omegavirus	Genus	90.1	64.1
ViPhOG23320	Drulisvirus	Genus	72.4	nan
ViPhOG1784	Mardivirus	Genus	81.9	55.1
ViPhOG19535	Pandoravirus	Genus	64.6	nan
ViPhOG10425	Fletchervirus	Genus	175.0	156.1
ViPhOG8664	Pecentumvirus	Genus	118.8	49.1
ViPhOG20990	Agatevirus	Genus	158.1	47.4
ViPhOG29422	Caeruleovirus	Genus	155.4	151.3
ViPhOG28875	Nonanavirus	Genus	134.1	122.1
ViPhOG10345	Firehammervirus	Genus	127.1	36.1
ViPhOG14320	Cheoctovirus	Genus	168.4	43.0
ViPhOG30361	Erskinevirus	Genus	147.8	145.8
ViPhOG29565	Bequatrovirus	Genus	117.1	70.4
ViPhOG16149	Henipavirus	Genus	215.5	46.8
ViPhOG2258	Whispovirus	Genus	109.2	42.3
ViPhOG18096	Andromedavirus	Genus	93.0	45.7
ViPhOG13922	Varicellovirus	Genus	246.2	nan
ViPhOG24262	Phikmvvirus	Genus	121.6	35.9
ViPhOG8128	Mimivirus	Genus	591.9	344.2
ViPhOG2529	Capripoxvirus	Genus	192.3	114.9
ViPhOG19280	Pandoravirus	Genus	115.8	nan
ViPhOG21825	Alphabaculovirus	Genus	33.9	nan
ViPhOG24788	Pakpunavirus	Genus	95.7	nan
ViPhOG13921	Varicellovirus	Genus	110.5	nan
ViPhOG20301	Marseillevirus	Genus	272.1	210.0
ViPhOG12627	Obolenskvirus	Genus	110.3	95.8
ViPhOG25135	Chlorovirus	Genus	378.4	40.3
ViPhOG15752	Alphabaculovirus	Genus	148.0	39.3
ViPhOG18041	Andromedavirus	Genus	311.4	185.6
ViPhOG9801	Alphabaculovirus	Genus	48.8	43.5
ViPhOG30978	Bequatrovirus	Genus	116.9	112.2
ViPhOG21667	Zindervirus	Genus	84.5	67.2
ViPhOG14462	Fromanvirus	Genus	112.5	40.8
ViPhOG25721	Avipoxvirus	Genus	91.2	nan
ViPhOG16739	Tulanevirus	Genus	203.1	187.6
ViPhOG25761	Betabaculovirus	Genus	32.6	nan
ViPhOG8934	Cytomegalovirus	Genus	51.1	33.5
ViPhOG21701	Cheoctovirus	Genus	108.2	95.7
ViPhOG28101	Dhillonvirus	Genus	160.6	130.9
ViPhOG13237	Orthopoxvirus	Genus	41.6	nan
ViPhOG26770	Tulanevirus	Genus	140.0	138.8
ViPhOG8227	Mimivirus	Genus	175.8	nan
ViPhOG3926	Asfivirus	Genus	108.8	33.5
ViPhOG26619	Krischvirus	Genus	94.2	49.8
ViPhOG10310	Asfivirus	Genus	45.3	nan
ViPhOG17302	Mimivirus	Genus	528.4	156.9
ViPhOG25170	Chlorovirus	Genus	269.6	nan
ViPhOG23307	Slashvirus	Genus	159.3	59.9
ViPhOG3138	Alphabaculovirus	Genus	103.0	53.3
ViPhOG4157	Muromegalovirus	Genus	127.1	37.0
ViPhOG20430	Marseillevirus	Genus	79.2	nan
ViPhOG12041	Bruynoghevirus	Genus	506.0	396.6
ViPhOG7825	Mimivirus	Genus	182.4	43.6
ViPhOG13720	Felixounavirus	Genus	47.6	43.4
ViPhOG8985	Cytomegalovirus	Genus	246.6	nan
ViPhOG31012	Efquatrovirus	Genus	92.9	44.5
ViPhOG4792	Varicellovirus	Genus	89.1	36.2
ViPhOG4404	Cyprinivirus	Genus	1017.9	34.2
ViPhOG24829	Nankokuvirus	Genus	187.4	157.6
ViPhOG1622	Orthopoxvirus	Genus	171.7	36.4
ViPhOG7322	Mimivirus	Genus	344.7	68.1
ViPhOG2107	Whispovirus	Genus	532.7	396.7
ViPhOG13775	Webervirus	Genus	106.3	36.2
ViPhOG6301	Varicellovirus	Genus	37.0	nan
ViPhOG2225	Whispovirus	Genus	106.1	77.9
ViPhOG11283	Unaquatrovirus	Genus	107.1	102.4
ViPhOG3995	Muromegalovirus	Genus	371.6	nan
ViPhOG29874	Phicbkvirus	Genus	420.9	40.9
ViPhOG29938	Phicbkvirus	Genus	115.7	41.0
ViPhOG26661	Krischvirus	Genus	145.3	36.6
ViPhOG30387	Erskinevirus	Genus	233.2	232.7
ViPhOG28521	Efquatrovirus	Genus	89.7	40.5
ViPhOG13755	Webervirus	Genus	171.7	41.6
ViPhOG28724	Chloriridovirus	Genus	72.4	44.3
ViPhOG15018	Prasinovirus	Genus	162.3	nan
ViPhOG29841	Phicbkvirus	Genus	114.4	41.3
ViPhOG30103	Phicbkvirus	Genus	185.3	40.1
ViPhOG23938	Emdodecavirus	Genus	142.0	63.9
ViPhOG12033	Bruynoghevirus	Genus	188.8	153.8
ViPhOG17365	Mimivirus	Genus	110.8	46.2
ViPhOG11875	Jedunavirus	Genus	81.0	78.2
ViPhOG17026	Ascovirus	Genus	257.8	65.5
ViPhOG7134	Mimivirus	Genus	109.3	49.1
ViPhOG19417	Pandoravirus	Genus	147.9	44.6
ViPhOG4311	Cyprinivirus	Genus	746.6	113.0
ViPhOG24460	Slopekvirus	Genus	184.9	nan
ViPhOG22228	Timquatrovirus	Genus	35.8	nan
ViPhOG29228	Seunavirus	Genus	289.1	268.7
ViPhOG25012	Przondovirus	Genus	50.8	49.1
ViPhOG3689	Asfivirus	Genus	103.2	40.2
ViPhOG2374	Whispovirus	Genus	1774.0	nan
ViPhOG8984	Cytomegalovirus	Genus	311.8	nan
ViPhOG11272	Unaquatrovirus	Genus	220.5	208.0
ViPhOG8860	Circovirus	Genus	31.7	nan
ViPhOG30372	Erskinevirus	Genus	321.2	308.4
ViPhOG23056	Kuravirus	Genus	128.9	nan
ViPhOG29944	Phicbkvirus	Genus	157.1	42.3
ViPhOG22438	Fromanvirus	Genus	126.2	35.4
ViPhOG22258	Alphabaculovirus	Genus	143.9	135.2
ViPhOG24576	Krischvirus	Genus	181.8	150.6
ViPhOG13232	Polerovirus	Genus	44.0	nan
ViPhOG7066	Mimivirus	Genus	68.1	nan
ViPhOG12308	Prasinovirus	Genus	39.2	nan
ViPhOG14174	Kostyavirus	Genus	87.7	37.2
ViPhOG20265	Marseillevirus	Genus	150.2	42.7
ViPhOG24457	Slopekvirus	Genus	643.2	nan
ViPhOG23561	Vequintavirus	Genus	242.9	64.3
ViPhOG3801	Asfivirus	Genus	366.0	108.4
ViPhOG23055	Kuravirus	Genus	59.5	54.2
ViPhOG13172	Mimivirus	Genus	103.7	35.0
ViPhOG23599	Vequintavirus	Genus	151.3	nan
ViPhOG15193	Mimivirus	Genus	99.1	66.3
ViPhOG15195	Mimivirus	Genus	151.1	44.2
ViPhOG11883	Slopekvirus	Genus	198.4	nan
ViPhOG14140	Omegavirus	Genus	191.3	159.2
ViPhOG13287	Phikzvirus	Genus	269.0	118.5
ViPhOG14727	Fromanvirus	Genus	154.5	143.8
ViPhOG4749	Varicellovirus	Genus	69.5	nan
ViPhOG11968	Slopekvirus	Genus	356.8	nan
ViPhOG4146	Muromegalovirus	Genus	134.7	120.3
ViPhOG4139	Muromegalovirus	Genus	201.8	34.7
ViPhOG22845	Muromegalovirus	Genus	35.4	nan
ViPhOG7734	Mimivirus	Genus	371.7	nan
ViPhOG22459	Parapoxvirus	Genus	48.0	32.9
ViPhOG18288	Proboscivirus	Genus	125.3	nan
ViPhOG4760	Varicellovirus	Genus	136.9	nan
ViPhOG3280	Alphabaculovirus	Genus	39.2	nan
ViPhOG19381	Pandoravirus	Genus	167.4	41.2
ViPhOG11855	Slopekvirus	Genus	78.3	nan
ViPhOG29873	Phicbkvirus	Genus	355.1	nan
ViPhOG11232	Parapoxvirus	Genus	104.7	36.7
ViPhOG12528	Soymovirus	Genus	165.5	nan
ViPhOG30052	Phicbkvirus	Genus	110.5	60.9
ViPhOG13351	Teseptimavirus	Genus	144.9	nan
ViPhOG15721	Alphabaculovirus	Genus	43.5	39.8
ViPhOG14126	Omegavirus	Genus	140.8	42.3
ViPhOG25127	Chlorovirus	Genus	55.3	nan
ViPhOG12043	Bruynoghevirus	Genus	317.1	292.4
ViPhOG14152	Omegavirus	Genus	58.3	39.1
ViPhOG3786	Asfivirus	Genus	338.1	45.3
ViPhOG8198	Mimivirus	Genus	99.7	35.1
ViPhOG24091	Emdodecavirus	Genus	121.1	73.5
ViPhOG23267	Slashvirus	Genus	113.5	61.9
ViPhOG25540	Alphabaculovirus	Genus	42.8	32.1
ViPhOG9413	Mardivirus	Genus	177.2	nan
ViPhOG20881	Gelderlandvirus	Genus	147.9	135.0
ViPhOG24066	Emdodecavirus	Genus	149.0	63.2
ViPhOG19573	Pandoravirus	Genus	85.6	nan
ViPhOG30396	Erskinevirus	Genus	515.8	468.8
ViPhOG16500	Pararubulavirus	Genus	40.4	37.3
ViPhOG22971	Ranavirus	Genus	44.1	nan
ViPhOG13932	Varicellovirus	Genus	138.8	nan
ViPhOG16647	Jerseyvirus	Genus	126.8	nan
ViPhOG12026	Bruynoghevirus	Genus	118.7	82.0
ViPhOG20076	Marseillevirus	Genus	151.6	58.8
ViPhOG14455	Fromanvirus	Genus	159.6	nan
ViPhOG20887	Karamvirus	Genus	105.1	94.4
ViPhOG10078	Mastadenovirus	Genus	77.4	33.7
ViPhOG4729	Varicellovirus	Genus	34.2	nan
ViPhOG13372	Teseptimavirus	Genus	151.9	nan
ViPhOG23321	Drulisvirus	Genus	142.8	nan
ViPhOG4119	Muromegalovirus	Genus	84.6	nan
ViPhOG27358	Zindervirus	Genus	54.3	nan
ViPhOG11793	Caulimovirus	Genus	41.3	nan
ViPhOG13183	Mimivirus	Genus	115.3	nan
ViPhOG17866	Tidunavirus	Genus	121.0	114.7
ViPhOG4005	Muromegalovirus	Genus	32.7	nan
ViPhOG20677	Alphabaculovirus	Genus	34.1	nan
ViPhOG14261	Cheoctovirus	Genus	219.4	32.5
ViPhOG24125	Phicbkvirus	Genus	138.0	131.3
ViPhOG25786	Betabaculovirus	Genus	286.0	50.7
ViPhOG26759	Biquartavirus	Genus	160.9	156.8
ViPhOG11822	Slopekvirus	Genus	168.6	nan
ViPhOG22834	Muromegalovirus	Genus	97.7	nan
ViPhOG24599	Slopekvirus	Genus	123.8	nan
ViPhOG13178	Mimivirus	Genus	85.2	nan
ViPhOG28750	Chloriridovirus	Genus	69.9	49.8
ViPhOG18451	Slashvirus	Genus	277.1	147.6
ViPhOG31099	Bastillevirus	Genus	105.4	nan
ViPhOG26028	Chloriridovirus	Genus	342.0	252.4
ViPhOG12309	Prasinovirus	Genus	80.2	nan
ViPhOG13799	Webervirus	Genus	151.3	36.2
ViPhOG4770	Varicellovirus	Genus	108.1	43.2
ViPhOG14392	Omegavirus	Genus	167.1	155.1
ViPhOG13761	Webervirus	Genus	142.4	64.0
ViPhOG22087	Aviadenovirus	Genus	78.7	48.8
ViPhOG4771	Varicellovirus	Genus	175.3	nan
ViPhOG13766	Webervirus	Genus	119.4	43.0
ViPhOG12256	Prasinovirus	Genus	69.7	nan
ViPhOG3549	Avipoxvirus	Genus	82.7	61.0
ViPhOG11860	Slopekvirus	Genus	153.4	nan
ViPhOG8691	Pecentumvirus	Genus	44.9	39.7
ViPhOG27674	Alphanudivirus	Genus	183.0	100.8
ViPhOG22312	Mivirus	Genus	57.3	nan
ViPhOG25321	Chlorovirus	Genus	100.2	nan
ViPhOG9579	Alphabaculovirus	Genus	65.4	nan
ViPhOG16271	Alphabaculovirus	Genus	85.1	34.2
ViPhOG30905	Chloriridovirus	Genus	34.7	nan
ViPhOG4125	Muromegalovirus	Genus	123.5	33.2
ViPhOG20443	Marseillevirus	Genus	67.6	58.0
ViPhOG2262	Whispovirus	Genus	923.2	801.3
ViPhOG27308	Alphasphaerolipovirus	Genus	116.9	39.0
ViPhOG28120	Efquatrovirus	Genus	139.1	40.7
ViPhOG2244	Whispovirus	Genus	145.1	42.4
ViPhOG14103	Omegavirus	Genus	124.7	42.0
ViPhOG13904	Varicellovirus	Genus	507.8	nan
ViPhOG4271	Cyprinivirus	Genus	57.8	35.9
ViPhOG8663	Pecentumvirus	Genus	238.1	nan
ViPhOG23531	Mosigvirus	Genus	167.1	nan
ViPhOG14743	Fromanvirus	Genus	35.4	nan
ViPhOG15585	Kostyavirus	Genus	153.4	38.8
ViPhOG22832	Muromegalovirus	Genus	60.3	nan
ViPhOG29895	Phicbkvirus	Genus	113.3	36.5
ViPhOG11950	Slopekvirus	Genus	124.0	53.2
ViPhOG11945	Slopekvirus	Genus	299.4	nan
ViPhOG30331	Limestonevirus	Genus	68.5	57.5
ViPhOG8745	Pecentumvirus	Genus	83.1	39.3
ViPhOG12659	Limdunavirus	Genus	157.0	110.8
ViPhOG4024	Muromegalovirus	Genus	51.3	36.5
ViPhOG11901	Slopekvirus	Genus	185.4	nan
ViPhOG13352	Teseptimavirus	Genus	102.8	nan
ViPhOG27070	Kayvirus	Genus	173.0	nan
ViPhOG9602	Alphabaculovirus	Genus	47.4	34.8
ViPhOG11931	Slopekvirus	Genus	369.9	nan
ViPhOG11866	Slopekvirus	Genus	375.2	nan
ViPhOG11900	Slopekvirus	Genus	223.3	nan
ViPhOG9894	Salasvirus	Genus	134.9	71.7
ViPhOG15580	Mimivirus	Genus	153.5	nan
ViPhOG13366	Teseptimavirus	Genus	144.1	nan
ViPhOG17002	Ascovirus	Genus	360.2	84.8
ViPhOG1821	Mardivirus	Genus	240.4	nan
ViPhOG25876	Betaentomopoxvirus	Genus	43.1	35.2
ViPhOG25202	Chlorovirus	Genus	125.7	nan
ViPhOG20125	Marseillevirus	Genus	41.5	nan
ViPhOG27752	Kochikohdavirus	Genus	113.8	111.7
ViPhOG20057	Marseillevirus	Genus	264.7	nan
ViPhOG6279	Varicellovirus	Genus	110.9	41.2
ViPhOG11223	Parapoxvirus	Genus	195.8	nan
ViPhOG29847	Phicbkvirus	Genus	170.7	42.1
ViPhOG10147	Cytomegalovirus	Genus	55.6	nan
ViPhOG22855	Muromegalovirus	Genus	223.8	36.9
ViPhOG12344	Tequatrovirus	Genus	74.7	44.5
ViPhOG8777	Pecentumvirus	Genus	368.9	nan
ViPhOG17742	Mimivirus	Genus	350.7	44.8
ViPhOG13666	Sputnikvirus	Genus	233.9	175.3
ViPhOG29478	Bastillevirus	Genus	123.1	99.6
ViPhOG27072	Kayvirus	Genus	183.4	nan
ViPhOG2138	Whispovirus	Genus	327.8	235.9
ViPhOG22271	Omegavirus	Genus	148.2	137.3
ViPhOG11215	Parapoxvirus	Genus	131.2	50.8
ViPhOG20450	Marseillevirus	Genus	104.1	86.8
ViPhOG11837	Slopekvirus	Genus	188.0	nan
ViPhOG31006	Efquatrovirus	Genus	87.6	43.2
ViPhOG3998	Muromegalovirus	Genus	346.9	nan
ViPhOG2164	Whispovirus	Genus	793.6	672.5
ViPhOG16316	Drulisvirus	Genus	114.9	33.8
ViPhOG3857	Asfivirus	Genus	152.5	52.8
ViPhOG12190	Prasinovirus	Genus	54.6	nan
ViPhOG11927	Slopekvirus	Genus	89.5	nan
ViPhOG24380	Teseptimavirus	Genus	33.1	nan
ViPhOG19024	Pandoravirus	Genus	429.8	34.6
ViPhOG15516	Mimivirus	Genus	92.2	nan
ViPhOG29460	Bastillevirus	Genus	184.7	118.0
ViPhOG11858	Slopekvirus	Genus	143.1	nan
ViPhOG2391	Whispovirus	Genus	51.6	nan
ViPhOG20503	Marseillevirus	Genus	43.1	nan
ViPhOG29963	Phicbkvirus	Genus	285.1	66.7
ViPhOG13141	Schizotequatrovirus	Genus	325.0	175.8
ViPhOG9421	Mardivirus	Genus	222.5	nan
ViPhOG10116	Cytomegalovirus	Genus	101.3	43.9
ViPhOG4751	Varicellovirus	Genus	91.2	70.0
ViPhOG7718	Mimivirus	Genus	89.7	48.7
ViPhOG2284	Whispovirus	Genus	2900.9	617.5
ViPhOG7788	Mimivirus	Genus	163.6	39.3
ViPhOG18033	Andromedavirus	Genus	299.8	110.5
ViPhOG28471	Caeruleovirus	Genus	210.4	96.0
ViPhOG18124	Rogunavirus	Genus	146.7	38.0
ViPhOG2353	Whispovirus	Genus	266.8	nan
ViPhOG6952	Mimivirus	Genus	266.2	39.3
ViPhOG30156	Cequinquevirus	Genus	106.4	43.8
ViPhOG14382	Omegavirus	Genus	71.3	nan
ViPhOG11979	Slopekvirus	Genus	192.8	nan
ViPhOG28844	Seunavirus	Genus	366.2	293.3
ViPhOG16806	Alphabaculovirus	Genus	44.2	33.9
ViPhOG17392	Mimivirus	Genus	32.8	nan
ViPhOG11208	Kostyavirus	Genus	165.1	nan
ViPhOG11942	Slopekvirus	Genus	232.0	nan
ViPhOG14983	Prasinovirus	Genus	65.2	nan
ViPhOG11282	Limdunavirus	Genus	141.5	133.7
ViPhOG25700	Avipoxvirus	Genus	126.8	43.6
ViPhOG19449	Pandoravirus	Genus	332.2	nan
ViPhOG16061	Caeruleovirus	Genus	133.7	105.0
ViPhOG12711	Friunavirus	Genus	42.2	nan
ViPhOG29604	Bequatrovirus	Genus	117.6	92.9
ViPhOG22205	Varicellovirus	Genus	93.0	52.0
ViPhOG28799	Ithacavirus	Genus	258.6	157.5
ViPhOG13930	Varicellovirus	Genus	94.1	50.0
ViPhOG30800	Lightbulbvirus	Genus	174.4	132.3
ViPhOG19451	Pandoravirus	Genus	344.3	40.1
ViPhOG8957	Cytomegalovirus	Genus	92.0	59.7
ViPhOG19063	Pandoravirus	Genus	783.9	42.5
ViPhOG24487	Fromanvirus	Genus	86.9	48.8
ViPhOG13360	Teseptimavirus	Genus	320.2	nan
ViPhOG3659	Teseptimavirus	Genus	107.1	32.5
ViPhOG4284	Cyprinivirus	Genus	345.8	46.9
ViPhOG23669	Vequintavirus	Genus	107.1	65.7
ViPhOG23326	Drulisvirus	Genus	215.9	nan
ViPhOG24295	Phikmvvirus	Genus	138.7	46.1
ViPhOG976	Kafunavirus	Genus	968.0	42.4
ViPhOG20929	Simplexvirus	Genus	97.3	nan
ViPhOG29861	Phicbkvirus	Genus	119.3	70.8
ViPhOG15749	Alphabaculovirus	Genus	31.8	nan
ViPhOG8651	Pecentumvirus	Genus	150.7	114.9
ViPhOG4736	Varicellovirus	Genus	42.8	nan
ViPhOG3814	Asfivirus	Genus	228.8	55.1
ViPhOG26961	Lessievirus	Genus	168.6	154.1
ViPhOG6302	Varicellovirus	Genus	86.0	nan
ViPhOG6284	Varicellovirus	Genus	87.6	37.6
ViPhOG10450	Firehammervirus	Genus	313.2	82.2
ViPhOG28222	Limestonevirus	Genus	191.4	177.2
ViPhOG4791	Varicellovirus	Genus	167.9	nan
ViPhOG21672	Circovirus	Genus	170.2	nan
ViPhOG6304	Varicellovirus	Genus	272.8	nan
ViPhOG17675	Mimivirus	Genus	53.4	43.5
ViPhOG30603	Caeruleovirus	Genus	234.2	56.9
ViPhOG18733	Bronvirus	Genus	75.7	36.3
ViPhOG11857	Slopekvirus	Genus	360.9	nan
ViPhOG22458	Parapoxvirus	Genus	82.9	59.5
ViPhOG4114	Muromegalovirus	Genus	328.2	nan
ViPhOG4002	Muromegalovirus	Genus	314.7	nan
ViPhOG21803	Cepunavirus	Genus	494.6	198.9
ViPhOG3987	Muromegalovirus	Genus	242.6	32.0
ViPhOG22225	Timquatrovirus	Genus	144.3	52.0
ViPhOG12708	Friunavirus	Genus	113.9	nan
ViPhOG28798	Seunavirus	Genus	133.7	87.1
ViPhOG11856	Slopekvirus	Genus	218.2	nan
ViPhOG2311	Whispovirus	Genus	210.9	nan
ViPhOG992	Kafunavirus	Genus	205.3	43.9
ViPhOG1648	Orthopoxvirus	Genus	240.2	38.2
ViPhOG11975	Slopekvirus	Genus	195.6	nan
ViPhOG28490	Efquatrovirus	Genus	97.9	69.6
ViPhOG30359	Erskinevirus	Genus	324.3	320.5
ViPhOG7305	Mimivirus	Genus	312.4	206.8
ViPhOG14982	Prasinovirus	Genus	363.1	53.5
ViPhOG24467	Slopekvirus	Genus	35.5	nan
ViPhOG16068	Tsarbombavirus	Genus	53.7	48.2
ViPhOG15202	Mimivirus	Genus	103.4	35.7
ViPhOG15378	Mimivirus	Genus	564.7	59.8
ViPhOG12970	Schizotequatrovirus	Genus	147.7	55.5
ViPhOG4274	Cyprinivirus	Genus	542.5	394.5
ViPhOG24311	Fromanvirus	Genus	117.3	nan
ViPhOG11881	Slopekvirus	Genus	135.2	52.8
ViPhOG23390	Cytomegalovirus	Genus	288.3	nan
ViPhOG24558	Gelderlandvirus	Genus	153.3	150.0
ViPhOG22349	Buttersvirus	Genus	204.7	200.9
ViPhOG15862	Rosebushvirus	Genus	350.9	nan
ViPhOG29835	Phicbkvirus	Genus	155.8	47.3
ViPhOG23118	Kochikohdavirus	Genus	210.1	170.0
ViPhOG29901	Phicbkvirus	Genus	118.6	36.1
ViPhOG22851	Muromegalovirus	Genus	43.3	nan
ViPhOG2319	Whispovirus	Genus	212.3	89.9
ViPhOG25594	Lomovskayavirus	Genus	113.7	53.1
ViPhOG17208	Ampelovirus	Genus	80.7	nan
ViPhOG28701	Mapvirus	Genus	251.0	223.3
ViPhOG11921	Slopekvirus	Genus	217.0	nan
ViPhOG13933	Varicellovirus	Genus	173.0	60.2
ViPhOG31010	Efquatrovirus	Genus	101.7	36.7
ViPhOG13934	Varicellovirus	Genus	325.6	nan
ViPhOG2167	Whispovirus	Genus	418.5	333.2
ViPhOG2186	Whispovirus	Genus	707.2	45.0
ViPhOG4323	Cyprinivirus	Genus	550.5	118.7
ViPhOG4047	Muromegalovirus	Genus	55.2	nan
ViPhOG9033	Orthopoxvirus	Genus	105.4	nan
ViPhOG29913	Phicbkvirus	Genus	96.3	nan
ViPhOG10562	Fletchervirus	Genus	186.2	149.6
ViPhOG20330	Marseillevirus	Genus	215.0	46.9
ViPhOG11902	Slopekvirus	Genus	262.1	nan
ViPhOG11929	Slopekvirus	Genus	126.2	nan
ViPhOG24290	Phikmvvirus	Genus	87.8	36.1
ViPhOG8387	Orthopneumovirus	Genus	209.7	nan
ViPhOG15543	Mimivirus	Genus	65.2	nan
ViPhOG24324	Coopervirus	Genus	207.0	112.2
ViPhOG1757	Mardivirus	Genus	96.4	34.9
ViPhOG11821	Slopekvirus	Genus	100.5	nan
ViPhOG29229	Certrevirus	Genus	133.5	95.5
ViPhOG23192	Pagevirus	Genus	228.6	130.4
ViPhOG12952	Schizotequatrovirus	Genus	105.0	49.6
ViPhOG11824	Slopekvirus	Genus	97.2	nan
ViPhOG22691	Kayvirus	Genus	169.1	nan
ViPhOG11805	Slopekvirus	Genus	197.5	nan
ViPhOG2734	Whispovirus	Genus	81.0	36.5
ViPhOG13833	Saphexavirus	Genus	635.2	34.5
ViPhOG21761	Pecentumvirus	Genus	173.7	167.8
ViPhOG22700	Kayvirus	Genus	135.5	50.5
ViPhOG15715	Fishburnevirus	Genus	188.0	184.7
ViPhOG28835	Seunavirus	Genus	213.1	191.3
ViPhOG24369	Bidensovirus	Genus	170.0	167.3
